"dam_ID","dam_name","dam_height","storage","file","permit","water_right","river","basin","county","wm_district","wm_region","meridian","township","township_char","range","range_char","sctn","latitude","longitude","last_inspection","next_inspection","hazard","download_date"
"OR03747","PATTERSON RESERVOIR NO. 1 (KLAMATH)",15,27,"P-16A",,,"Bear Creek/Trib Klamath River",14,"KLAM",17,"SC REGION","WM",41,"S",8,"E",4,42.03179168,-121.89063262,"01/18/2011",2017,"Low","5/20/2017"
"OR03749","ADKINS ""B"" RESERVOIR",20.5,12,"A-33",,"Cert:80946 OR *","Unnamed Trib/Davis Creek",2,"MARI",16,"NW REGION","WM",7,"S",1,"E",5,44.9898796,-122.70561981,"02/13/2013",2019,"Low","5/20/2017"
"OR03750","MEDFORD SLUDGE LAGOON #4",21.5,17.6,"LG-46A",,,"Off Channel",15,"JACK",13,"SW REGION","WM",36,"S",2,"W",14,42.43714904,-122.90946197,"04/02/2007",2013,"Low","5/20/2017"
"OR03751","MEDFORD SLUDGE LAGOON #5",15,26.8,"LG-46B",,,"Off Channel",15,"JACK",13,"SW REGION","WM",36,"S",2,"W",14,42.43566894,-122.90918731,"04/02/2007",2013,"Low","5/20/2017"
"OR03752","ABBEY HEIGHTS RESERVOIR",25,12.2,"A-36",,"Cert:90295 OR *","Unnamed Trib/Chehalem Creek",2,"YAMH",16,"NW REGION","WM",3,"S",3,"W",20,45.29848861,-123.09092712,"02/25/2013",2019,"Low","5/20/2017"
"OR03754","DRY CREEK DIVERSION DAM",13,50,"D-41",,,"Dry Creek",13,"LAKE",12,"SC REGION","WM",41,"S",18,"E",14,42.00751876,-120.55523681,"06/22/2011",2017,"Low","5/20/2017"
"OR03755","IVERSON (CLACKAMAS)",15,185.6,"I-15",,"Cert:91549 CF *","Unnamed Trib/Butte Creek",2,"CLAC",16,"NW REGION","WM",5,"S",1,"W",24,45.11721038,-122.75518798,"02/02/2012",2018,"Low","5/20/2017"
"OR03756","SMELT DAM",19.5,14.6,"S-126",,"Inchoate: T  11729 CF (REG) *","Unnamed Trib/Oldham Creek",16,"DOUG",15,"SW REGION","WM",24,"S",4,"W",16,43.47473144,-123.17269134,"12/03/2009",2015,"Low","5/20/2017"
"OR03757","DOWELL RESERVOIR",17,200,"D-15",,"Cert:91132 OR *","Road Canyon Creek",11,"MALH",9,"E REGION","WM",26,"S",40,"E",18,43.3084793,-117.86508941,"08/15/2012",2018,"Low","5/20/2017"
"OR03758","HOPE RESERVOIR",19,715,"H-1",,"Cert:91133 OR *","Burnt Flat Creek",11,"MALH",9,"E REGION","WM",27,"S",40,"E",3,43.26063156,-117.81104278,"08/24/2011",2017,"Low","5/20/2017"
"OR03761","VOLBEDA DAIRY LAGOON #2",13,40,"LG-58",,,"Off Channel",2,"POLK",16,"NW REGION","WM",6,"S",3,"W",20,45.03330993,-123.08615875,"03/13/2014",2020,"Low","5/20/2017"
"OR03762","Evans Creek Dam (Jackson)",19,15,"E-2",,,"Evans Creek",15,"JACK",13,"SW REGION","WM",36,"S",4,"W",4,42.4755783,-123.18251037,"07/03/2013",2019,"Low","5/20/2017"
"OR03764","WINTERS (LOWER)",16,9.4,"W-89A",,"Cert:86474 OR *",,2,"YAMH",16,"NW REGION","WM",4,"S",3,"W",3,45.25286102,-123.03543853,"11/17/2015",2021,"Low","5/20/2017"
"OR03765","CRAVEN FARMS LAGOON",18,37,"LG-20",,,"Off Channel",1,"TILL",1,"NW REGION","WM",4,"S",10,"W",22,45.20941162,-123.90229797,"09/16/2014",2020,"Low","5/20/2017"
"OR03766","CLEARWATER DIVERSION DAM #2",18,15,"C-91C",,"Cert:84409 OR *;Cert:84409 OR *","Clearwater/Trib North Umpqua",16,"DOUG",15,"SW REGION","WM",27,"S",4,"E",3,43.25091934,-122.33805084,"NSI","NSI","Low","5/20/2017"
"OR03769","WOODBURN WASTE LAGOON",15,45,"LG-11",,"Cert:90446 OR *","Off Channel",2,"MARI",16,"NW REGION","WM",4,"S",1,"W",31,45.17565155,-122.85765838,"03/03/2016",2022,"Low","5/20/2017"
"OR03770","SPADA NURSERY RUNOFF #1",26,10.3,"S-130A",,"Cert:84131 OR *","Champoeg Ck, Trib/Willamette",2,"MARI",16,"NW REGION","WM",4,"S",2,"W",14,45.21860885,-122.90866088,"03/07/2013",2019,"Low","5/20/2017"
"OR03772","Camp Creek #2 (Curry)",28,136,"C-5","R-11579","Permit: R  11579 *","Unnamed Trib/Elk River",17,"CURR",19,"SW REGION","WM",32,"S",15,"W",16,42.80165863,-124.48471832,"10/01/2015",2021,"Low","5/20/2017"
"OR03773","Maple Grove",38,210,"W-13","R-11493","Cert:89461 OR *","Unnamed Trib/Luckimute River",2,"POLK",16,"NW REGION","WM",9,"S",6,"W",13,44.78929138,-123.36592864,"01/10/2013",2019,"Low","5/20/2017"
"OR03774","UPPER DISPLAY POND",13,17.3,"U-11",,,"Hull Creek, Trib/Willamette",2,"BENT",16,"NW REGION","WM",13,"S",5,"W",30,44.40932083,-123.3350296,"NSI","NSI","Low","5/20/2017"
"OR03775","KNUDSEN RESERVOIR #2",19.9,11.5,"K-39",,"Cert:86459 OR *","Unnamed Trib/Hess Creek",2,"YAMH",16,"NW REGION","WM",3,"S",3,"W",33,45.27341079,-123.05947875,"08/16/2012",2018,"Low","5/20/2017"
"OR03776","GILLEN RESERVOIR",26,90,"G-11",,"Cert:89758 OR *","Wickiup Creek, Trib/Crooked",5,"CROO",11,"SC REGION","WM",15,"S",18,"E",35,44.22278976,-120.53073883,"07/13/2013",2019,"Low","5/20/2017"
"OR03777","Black Snag Reservoir",38,273,"B-7","R-12247",,"Black Snag Creek",5,"CROO",11,"SC REGION","WM",19,"S",24,"E",25,43.90027999,-119.78321838,"06/20/2012",2018,"Low","5/20/2017"
"OR03779","Bottem Reservoir #5",12,19.9,"B-10","R-12223",,"Job Swale, Trib/Fern Ridge Res",2,"LANE",2,"NW REGION","WM",18,"S",5,"W",8,44.01483154,-123.313591,"04/11/2012",2018,"Low","5/20/2017"
"OR03780","BULLARD CREEK F.R.S.",35,50,"B-9",,,"Bullard Creek",13,"LAKE",12,"SC REGION","WM",39,"S",20,"E",20,42.19229888,-120.30863189,"08/02/2016",2017,"High","5/20/2017"
"OR03781","KRAEMER FARMS DAM",16,125,"K-5",,"Cert:90719 OR *","Zollner Creek, Trib/Pudding",2,"MARI",16,"NW REGION","WM",6,"S",1,"W",3,45.08501052,-122.7875595,"10/16/2014",2019,"Low","5/20/2017"
"OR03782","HESSE DAIRY LAGOON",13,20.5,"LG-68",,,"Off Channel",2,"MARI",16,"NW REGION","WM",9,"S",3,"W",19,44.76782989,-123.09381866,"04/09/2014",2020,"Low","5/20/2017"
"OR03783","VAN BEEK DAIRY LAGOON",12,28.1,"LG-69",,,"Off Channel",2,"BENT",16,"NW REGION","WM",14,"S",5,"W",18,44.35747146,-123.3327713,"08/13/2013",2019,"Low","5/20/2017"
"OR03784","HOCHSTEIN, LOWER",28.5,9.4,"H-9",,"Cert:85229 OR *","Davis Creek, Trib/Tualatin",2,"WASH",18,"NW REGION","WM",1,"S",3,"W",28,45.45534896,-123.06514739,"03/19/2015",2021,"Low","5/20/2017"
"OR03785","BANSEN DAIRY (LAGOON)",16,13.2,"LG-70",,,,2,"YAMH",16,"NW REGION","WM",3,"S",4,"W",8,45.32338888,-123.20971111,"06/17/2014",2020,"Low","5/20/2017"
"OR03786","BRYANT DAM (MARION)",15,27.7,"B-97",,"Cert:86208 OR *","Unnamed, Trib/ Willamette River",2,"MARI",16,"NW REGION","WM",4,"S",2,"W",5,45.25336837,-122.96054077,"02/09/2016",2022,"Low","5/20/2017"
"OR03787","Jackson Farms Dam",60,90,"J-9","R-12519","Permit: R  12519 *","Unnamed, Trib/Bear Creek",17,"COOS",19,"SW REGION","WM",28,"S",14,"W",28,43.12247085,-124.35649108,"02/13/2014",2017,"Significant","5/20/2017"
"OR03788","DESERT PARK DAIRY NO. 2 (LAGOON)",13.5,25.4,"LG-43B",,,"Off Channel",2,"MARI",16,"NW REGION","WM",9,"S",3,"W",36,44.74818038,-122.99304199,"05/07/2013",2019,"Low","5/20/2017"
"OR03789","BAKER WEST NURSERY DAM",26,16.8,"B-12",,"Cert:87703 OR *","Unnamed, Trib/Ryan Creek",2,"MARI",16,"NW REGION","WM",4,"S",1,"W",18,45.2187004,-122.85529327,"02/18/2011",2017,"Low","5/20/2017"
"OR03790","SUNRIVER EFFLUENT LAGOON",30,202.4,"LG-73",,,"Off Channel",5,"DESC",11,"SC REGION","WM",19,"S",11,"E",33,43.89115142,-121.41342163,"05/07/2013",2019,"Low","5/20/2017"
"OR03791","ACRES POND DAM",12,14.4,"A-27",,,,2,"BENT",16,"NW REGION","WM",11,"S",5,"W",15,44.6144104,-123.27278137,"04/25/2014",2020,"Low","5/20/2017"
"OR03792","Lonesome Lake",35,186,"L-15","R-12601","Permit: R  12601 *",,11,"MALH",9,"E REGION","WM",22,"S",47,"E",31,43.60771942,-117.02690887,"08/25/2015",2016,"High","5/20/2017"
"OR03793","KELLY CREEK REGIONAL DETENTION POND",20,67,"K-6",,,,3,"MULT",20,"NW REGION","WM",1,"S",3,"E",13,45.48664093,-122.38266754,"03/15/2011",2017,"Low","5/20/2017"
"OR03794","ENNIS CREEK DAM",27,27,"E-19",,,,13,"LAKE",12,"SC REGION","WM",34,"S",19,"E",19,42.60168075,-120.5166397,"07/08/2011",2017,"Low","5/20/2017"
"OR03795","BUSSMAN DAM",20,43,"B-70",,,,17,"CURR",19,"SW REGION","WM",32,"S",15,"W",5,42.83126831,-124.49681091,"10/01/2015",2021,"Low","5/20/2017"
"OR03798","KONYN DAIRY LAGOON",10,50.1,"LG-44",,,,2,"LANE",2,"NW REGION","WM",16,"S",3,"W",20,44.15705108,-123.08460235,"02/11/2014",2020,"Low","5/20/2017"
"OR03799","STEWART RESERVOIR #2",24,16.6,"S-40",,,,2,"BENT",16,"NW REGION","WM",12,"S",6,"W",35,44.47637939,-123.3915863,"11/18/2008",2014,"Low","5/20/2017"
"OR03803","BARKDOLL DAM",16,9.917,"B-77",,,,2,"LANE",2,"NW REGION","WM",18,"S",5,"W",16,44.01134109,-123.30152893,"05/05/2016",2022,"Low","5/20/2017"
"OR03804","Ulupalukua Dam",21,24,"U-4",,,"Off-channel",5,"CROO",11,"SC REGION","WM",15,"S",15,"E",24,44.25629043,-120.87271881,"07/28/2014",2020,"Low","5/20/2017"
"OR03805","Westbrook Dam",25,141.2,"W-36","R-12733","Cert:92111 OR *","Weaver Gulch, Trib/Miller Creek",2,"MARI",16,"NW REGION","WM",9,"S",3,"W",14,44.78688049,-123.0160675,"02/07/2013",2019,"Low","5/20/2017"
"OR03806","Fuston Ranch Dam",30,250,"F-32","R-12964","Cert:87101 OR *","Unnamed, Trib  Deschutes",5,"JEFF",11,"SC REGION","WM",9,"S",15,"E",10,44.804,-120.9274,"08/20/2015",2018,"Significant","5/20/2017"
"OR03807","JYN DAM",27,13.8,"J-25",,,,2,"YAMH",16,"NW REGION","WM",2,"S",3,"W",28,45.368325,-123.06823055,"05/12/2009",2015,"Low","5/20/2017"
"OR03808","Poison Creek Dam",21,110.5,"P-17","R-12527","Permit: R  12527 *","Poison Creek; Trib Silvies River",12,"GRAN",10,"E REGION","WM",18,"S",32,"E",17,44.01345825,-118.91481781,"NSI","NSI","Low","5/20/2017"
"OR03809","SIMPLOT HERMISTON #2 (LAGOON)",32,353,"LG-85",,"Permit: R  13872 *","Off Channel",7,"UMAT",5,"NC REGION","WM",3,"N",28,"E",34,45.70145,-119.30218611,"01/01/2012",2018,"Low","5/20/2017"
"OR03810","SPADA NURSERY RUNOFF #2",25,19.5,"S-130B",,"Cert:85544 OR *",,2,"MARI",16,"NW REGION","WM",4,"S",2,"W",15,45.21686172,-122.91664886,"03/07/2013",2019,"Low","5/20/2017"
"OR03811","SPRING LAKE DAM",26,30.8,"S-77",,"Permit: R  13774 *",,18,"LINC",1,"NW REGION","WM",7,"S",11,"W",11,44.97488021,-124.00502014,"07/21/2016",2017,"High","5/20/2017"
"OR03812","MUHS QUARRY DAM",40,202.5,"M-4",,"Cert:91043 OR *","Unnamed; Trib South Yamhill",2,"YAMH",16,"NW REGION","WM",4,"S",4,"W",18,45.21677017,-123.23523712,"02/24/2016",2019,"Significant","5/20/2017"
"OR03813","Sar Ben Dairy Lagoon #2",14,34,"LG-8b","R-14009",,,2,"MARI",16,"NW REGION","WM",4,"S",2,"W",4,45.25178146,-122.94728851,"02/13/2012",2018,"Low","5/20/2017"
"OR03814","GILDERSLEEVE",18,50,"G-40",,"Cert:90304 OR *",,2,"WASH",18,"NW REGION","WM",2,"S",3,"W",7,45.41424166,-123.09651388,"10/26/2010",2016,"Low","5/20/2017"
"OR03815","OREGON PRIDE NURSERY DAM",39,59,"O-12",,"Cert:91161 OR *",,2,"YAMH",16,"NW REGION","WM",4,"S",4,"W",28,45.19187927,-123.17556762,"02/23/2016",2022,"Low","5/20/2017"
"OR03816","Duck Pond Dam",35,94.6,"D-2","R-12732","Cert:91454 OR *",,2,"MARI",16,"NW REGION","WM",8,"S",3,"W",35,44.82546388,-123.02510277,"01/10/2014",2020,"Low","5/20/2017"
"OR03817","LOST LAKE RESERVOIR",10,44,"L-45",,"Cert:86100 OR *",,6,"GRAN",4,"NC REGION","WM",9,"S",34,"E",8,44.80411911,-118.64678955,"NSI","NSI","Low","5/20/2017"
"OR03818","BIG POND RESERVOIR",16,15,"B-68",,,"South Fork Deer Creek",16,"DOUG",15,"SW REGION","WM",27,"S",4,"W",28,43.19060897,-123.1687622,"07/15/2010",2016,"Low","5/20/2017"
"OR03819","RIVERBEND LANDFILL LAGOON",27,63,"LG-83",,,"Off Channel",2,"YAMH",16,"NW REGION","WM",5,"S",5,"W",12,45.1589508,-123.25237274,"10/27/2010",2016,"Low","5/20/2017"
"OR03820","CANYON RANCH DAM",17,20,"C-29",,"Permit: R  13115 *","Unnamed, Trib/Willamette",2,"MARI",16,"NW REGION","WM",8,"S",4,"W",36,44.83821105,-123.12641143,"07/19/2013",2019,"Low","5/20/2017"
"OR03821","Colahan Reservoir #3",20,46,"C-14","HB-2153",,"Unnamed; Tributary to Summer Lake",13,"LAKE",12,"SC REGION","WM",32,"S",16,"E",36,42.75306944,-120.77302777,"07/08/2011",2017,"Low","5/20/2017"
"OR03822","PDX DE-ICING LAGOON",12,41,"LG-77",,,,2,"MULT",20,"NW REGION","WM",1,"N",2,"E",7,45.57881164,-122.60507202,"12/03/2010",2016,"Low","5/20/2017"
"OR03823","MULTNOMANH CHANNEL DAM #2",11.5,240,"M-35",,"Permit: R  13162 *","Trib/Columbia River",2,"MULT",20,"NW REGION","WM",2,"N",1,"W",7,45.67087173,-122.86582946,"08/25/2010",2016,"Low","5/20/2017"
"OR03826","Van Conklin Dam #4",18,81,"V-5c","R-13110","Permit: R  13110 *","Unnamed, Trib/White River",5,"WASC",3,"NC REGION","WM",5,"S",12,"E",7,45.15512847,-121.34088897,"05/20/2014",2020,"Low","5/20/2017"
"OR03827","Van Conklin Dam #6",50,197,"V-5e","R-13110","Permit: R  13110 *",,5,"WASC",3,"NC REGION","WM",5,"S",12,"E",5,45.16146087,-121.32897949,"05/20/2014",2020,"Low","5/20/2017"
"OR03828","MADAMS CREEK DAM",12,15.3,"M-5",,"Permit: R  15007 *",,15,"JOSE",14,"SW REGION","WM",36,"S",7,"W",23,42.43167877,-123.49239349,"06/17/2013",2019,"Low","5/20/2017"
"OR03829","HOCHSTEIN DAM #3",45,65,"H-9B",,"Cert:90468 OR *",,2,"WASH",18,"NW REGION","WM",1,"S",3,"W",28,45.45748901,-123.06494903,"03/19/2015",2021,"Low","5/20/2017"
"OR03830","Coos Ctry Club 15th Hole Dam",25,27.4,"C-53","CER-76781","Cert:76781 OR *",,17,"COOS",19,"SW REGION","WM",26,"S",13,"W",25,43.28743055,-124.19401666,"09/30/2015",2021,"Low","5/20/2017"
"OR03831","TUALATIN REFUGE",14,579,"NID-229",,"Permit: R  12652 *",,2,"WASH",18,"NW REGION","WM",2,"S",1,"W",19,45.3838005,-122.84902191,"NSI","NSI","Low","5/20/2017"
"OR03832","Hermiston WWT Lagoon",13,17,"LG-72",,,"Off Channel",7,"UMAT",5,"NC REGION","WM",4,"N",28,"E",4,45.86289978,-119.3144226,"04/02/2015",2021,"Low","5/20/2017"
"OR03833","Boggy Lake Dam",23,50,"B-66","R-12541","Permit: R  12541 *","Unnamed, Trib/Crooked Creek",13,"LAKE",12,"SC REGION","WM",36,"S",21,"E",32,42.39741134,-120.26361083,"05/22/2009",2015,"Low","5/20/2017"
"OR03834","Basket Slough - South",12.2,425,"B-15a","R-12389","Cert:90848 OR *","Basket Slough",2,"POLK",16,"NW REGION","WM",7,"S",5,"W",23,44.96775054,-123.26883697,"NSI","NSI","Low","5/20/2017"
"OR03839","Desert Creek Dam",46,318,"D-33","R-12756","Permit: R  12756 *","Unnamed, Trib/Desert Creek",5,"CROO",11,"SC REGION","WM",21,"S",21,"E",18,43.7479515,-120.25376892,"07/23/2015",2021,"Low","5/20/2017"
"OR03846","Clausen Dam",15,64,"C-26","R-12747",,"Unnamed, Trib/Coquille",17,"COOS",19,"SW REGION","WM",27,"S",13,"W",31,43.18812179,-124.28343963,"04/21/2009",2016,"Low","5/20/2017"
"OR03847","Momtazi - Reservoir #1",15,14,"M-6a","R-12823","Permit: R  12823 *","Unnamed, Trib/Muddy Creek",2,"YAMH",16,"NW REGION","WM",5,"S",5,"W",9,45.14581666,-123.31836944,"10/29/2014",2019,"Low","5/20/2017"
"OR03848","Momtazi - Reservoir #2",39,81,"M-6b","R-12824","Permit: R  12824 *","Unnamed, Trib/South Yamhill River",2,"YAMH",16,"NW REGION","WM",5,"S",5,"W",10,45.15071105,-123.2946701,"02/24/2015",2021,"Low","5/20/2017"
"OR03850","Jacobs Reservoir",14,294,"J-22","HB-2153",,"Guano Creek",12,"LAKE",10,"E REGION","WM",38,"S",26,"E",10,42.28641128,-119.64974212,"NSI","NSI","Low","5/20/2017"
"OR03858","SIMPLOT WASTE LAGOON #1",46,535,"LG-39",,"Permit: R  12130 *","Off Channel",7,"UMAT",5,"NC REGION","WM",3,"N",28,"E",5,45.76544952,-119.33381652,"04/04/2015",2018,"Significant","5/20/2017"
"OR03859","Meacham Lake Dam",14,160,"M-102","HB-2153",,"Beaver Creek, Trib/Meacham Ck",7,"UMAT",5,"NC REGION","WM",1,"S",35,"E",9,45.49409103,-118.44140625,"04/21/2014",2017,"Significant","5/20/2017"
"OR03860","Murry Pond #3",12,35.7,"M-51","R-12189","Permit: R  12189 *","Unnamed, Trib/Job Swale",2,"LANE",2,"NW REGION","WM",18,"S",5,"W",8,44.01625061,-123.32121276,"03/26/2013",2019,"Low","5/20/2017"
"OR03862","Woodburn Nursery",33,40,"W-41","R-13951","Cert:91278 OR *","Unnamed, Trib/Zollner Creek",2,"MARI",16,"NW REGION","WM",5,"S",1,"W",33,45.09830093,-122.81182098,"05/28/2015",2021,"Low","5/20/2017"
"OR03863","VANDECOEVERING",15,87,"V-4",,"Permit: R  13970 *","Unnamed, Trib/Rock Creek",2,"CLAC",16,"NW REGION","WM",5,"S",1,"E",27,45.10879898,-122.67382812,"12/08/2010",2016,"Low","5/20/2017"
"OR03864","DITCH CREEK RESERVOIR",26,90,"D-9",,"Cert:92087 OR *","Unnamed, Trib/Pleasant Creek",15,"JACK",13,"SW REGION","WM",34,"S",4,"W",33,42.57717895,-123.18878936,"10/28/2009",2015,"Low","5/20/2017"
"OR03865","Stoller Road Dam",25,29.9,"S-84","R-13977","Cert:92208 OR *","Unnamed Tributary; Yamhill River",2,"YAMH",16,"NW REGION","WM",4,"S",3,"W",8,45.24322128,-123.08500671,"03/20/2009",2015,"Low","5/20/2017"
"OR03866","PATSYS POND",26,31,"P-21",,"Cert:90670 OR *",,2,"YAMH",16,"NW REGION","WM",4,"S",5,"W",13,45.22779166,-123.25742222,"06/14/2016",2022,"Low","5/20/2017"
"OR03867","TURNER DAM",19,110,"T-39",,,,2,"POLK",16,"NW REGION","WM",7,"S",5,"W",22,44.95296096,-123.29267883,"07/03/2014",2020,"Low","5/20/2017"
"OR03868","IOTT DAM",20,58.5,"I-5",,"Permit: R  14029 *","Unnamed, Trib/Salt Creek",2,"POLK",16,"NW REGION","WM",6,"S",5,"W",33,45.00391006,-123.3181076,"03/13/2014",2020,"Low","5/20/2017"
"OR03869","AMITY HILLS DAM",32,125,"A-30",,"Permit: R  13129 *","Unnamed, Trib/Ash Swale",2,"YAMH",16,"NW REGION","WM",5,"S",4,"W",22,45.12491989,-123.16744995,"10/26/2015",2018,"Significant","5/20/2017"
"OR03870","Blaine Dam #2",27,258,"B-103b","R-14054","Permit: R  14054 *",,5,"WASC",3,"NC REGION","WM",4,"S",12,"E",32,45.18505096,-121.31841278,"05/20/2014",2020,"Low","5/20/2017"
"OR03875","Shady Creek",32,490,"S-127","R-11910","Cert:89942 OR *",,5,"CROO",11,"SC REGION","WM",14,"S",21,"E",6,44.3937688,-120.25703398,"06/24/2014",2020,"Low","5/20/2017"
"OR03876","Skookum Pond Dam",20,80,"S-72",,,,16,"DOUG",15,"SW REGION","WM",29,"S",2,"E",33,43.00878333,-122.59941666,"NSI","NSI","Low","5/20/2017"
"OR03877","COOS BAY LUMBER STORMWATER LAGOON",16,16.6,"LG-88",,,,17,"COOS",19,"SW REGION","WM",24,"S",13,"W",10,43.50116388,-124.22440555,"09/30/2015",2021,"Low","5/20/2017"
"OR03888","Arock Diversion Dam",20,222,"A-7",,,"Jordan Creek",11,"MALH",9,"E REGION","WM",30,"S",43,"E",36,42.91339874,-117.40644073,"08/01/2011",2017,"Low","5/20/2017"
"OR03889","Carlton Hills Pond G",24,73,"C-31",,,,2,"YAMH",16,"NW REGION","WM",3,"S",5,"W",24,45.29338836,-123.24665069,"08/24/2012",2018,"Low","5/20/2017"
"OR03891","DAVIS LAKE DAM",23,54.6,"D-42",,"Permit: R  14350 *",,5,"SHER",3,"NC REGION","WM",3,"S",16,"E",13,45.28758,-120.86115,"12/08/2015",2021,"Low","5/20/2017"
"OR03892","WASCO WASTEWATER LAGOON",17,19.5,"LG-89",,,,5,"SHER",3,"NC REGION","WM",1,"N",17,"E",5,45.596542,-120.719054,"07/12/2016",2015,"Low","5/20/2017"
"OR03893","Hidden Lake (Sluice Can.)",36,27,"H-53","R-14361","Permit: R  14361 *",,6,"WHEE",21,"NC REGION","WM",8,"S",20,"E",28,44.848,-120.338,"null",2019,"Low","5/20/2017"
"OR03894","BROADMEAD TRUST",15,41,"B-87",,,,2,"POLK",16,"NW REGION","WM",6,"S",5,"W",11,45.05816,-123.2714,"02/22/2016",2022,"Low","5/20/2017"
"OR03895","MALLORIES DAIRY LAGOON #2",21.8,84,"LG-60",,"Cert:85595 OR *",,2,"MARI",16,"NW REGION","WM",6,"S",1,"W",29,45.01555833,-122.82698055,"01/27/2014",2020,"Low","5/20/2017"
"OR03897","Stoney Mountain",77,184,"S-78","R-13686","Permit: R  13686 *",,2,"YAMH",16,"NW REGION","WM",4,"S",6,"W",17,45.215977,-123.456387,"08/15/2012",2018,"Low","5/20/2017"
"OR03898","Prairie City Lagoon (Cell 1)",17,44,"LG-26a","R-8164","Cert:57971 OR *","Off-Channel",6,"GRAN",4,"NC REGION","WM",13,"S",33,"E",8,44.46075,-118.77041,"11/12/2013",2019,"Low","5/20/2017"
"OR03899","Johan Vineyard Reservoir H",35,65,"J-23",,,,2,"POLK",16,"NW REGION","WM",6,"S",4,"W",31,45.00972,-123.22167,"08/22/2012",2018,"Low","5/20/2017"
"OR03900","BURMA (SECESH) BLM",14,27.67,"B-81",,"Cert:86443 OR *",,15,"JOSE",14,"SW REGION","WM",33,"S",5,"W",15,42.70361111,-123.27277222,"NSI","NSI","Low","5/20/2017"
"OR03901","FABER ANIMAL WASTE LAGOON",12,16.07,"LG-37",,,,2,"POLK",16,"NW REGION","WM",6,"S",3,"W",16,45.04451,-123.07822,"09/03/2014",2020,"Low","5/20/2017"
"OR03902","Creekside Dam #1",95,371,"C-33a",,,,16,"DOUG",15,"SW REGION","WM",30,"S",5,"W",28,42.93848888,-123.29871666,"NSI","NSI","High","5/20/2017"
"OR03903","Creekside IWR",58,170,"C-33b",,,,16,"DOUG",15,"SW REGION","WM",30,"S",5,"W",28,42.93430833,-123.30664166,"NSI","NSI","High","5/20/2017"
"OR03908","Windhurst",43,470,"W-16","R-724","Cert:19543 OR *",,17,"COOS",19,"SW REGION","WM",29,"S",14,"W",4,43.08738611,-124.3645444,"02/13/2014",2017,"Significant","5/20/2017"
"OR03911","BOGE, NEAL LAGOON",17.6,20.6,"LG-48",,,,1,"TILL",1,"NW REGION","WM",2,"S",9,"W",18,45.39586944,-123.83605833,"12/16/2010",,"Low","5/20/2017"
"OR03918","LAKEWOOD ESTATES SEWAGE LAGOON",13,17,"LG-35",,,,2,"MARI",16,"NW REGION","WM",4,"S",1,"W",22,45.2044,-122.78814,"03/12/2015",2021,"Low","5/20/2017"
"OR03930","Hazenberg (Lagoon)",16,32,"LG-22",,,,2,"YAMH",16,"NW REGION","WM",4,"S",2,"W",4,45.25899,-122.94846,"07/30/2014",2020,"Low","5/20/2017"
"OR03933","EE WILSON",10,20,"E-42",,"Cert:90510 OR *",,2,"BENT",16,"NW REGION","WM",10,"S",4,"W",17,44.70777777,-123.22694444,"06/15/2010",2016,"Low","5/20/2017"
"OR03937","CROWN ZELLERBACH (LAGOON)",15,276,"LG-50",,,,2,"CLAC",20,"NW REGION","WM",2,"S",1,"E",36,45.34718611,-122.63447222,"10/22/2010",2016,"Low","5/20/2017"
"OR03938","GIENGER FARMS DAIRY LAGOON",12,20,"LG-19",,,,1,"TILL",1,"NW REGION","WM",1,"S",10,"W",14,45.48279,-123.86942,"12/16/2010",,"Low","5/20/2017"
"OR03939","Wastewater Lagoon #4",15,324,"LG-76",,,,13,"LAKE",12,"SC REGION","WM",39,"S",20,"E",16,42.18203,-120.36639,"05/06/2014",2020,"Low","5/20/2017"
"OR03940","NORTH FORK A",12,17,"P-69",,,,15,"JACK",13,"SW REGION","WM",32,"S",3,"E",27,42.75694274,-122.43888854,"NSI","NSI","Low","5/20/2017"
"OR03942","CRAVEN LAGOON",16,17,"LG-29",,,,2,"YAMH",1,"NW REGION","WM",3,"S",4,"W",8,45.32331848,-123.20973205,"06/24/2014",2020,"Low","5/20/2017"
"OR03943","4-B FARMS",16.7,147,"F-51",,"Permit: R  14357 *",,2,"MARI",16,"NW REGION","WM",5,"S",1,"E",31,45.09058,-122.738001,"02/08/2016",2022,"Low","5/20/2017"
"OR03944","DELAUBENFELS",31,84,"D-61",,"Cert:40069 OR *",,2,"BENT",16,"NW REGION","WM",13,"S",6,"W",13,44.43973922,-123.35854339,"06/09/2010",2016,"Low","5/20/2017"
"OR03946","HEMEN-WAY FARMS LAGOON",10,31.7,"LG-21",,,,,"LANE",2,"NW REGION","WM",20,"S",3,"W",11,43.934158,-122.997037,"06/05/2014",2020,"Low","5/20/2017"
"OR03947","TUALATIN RIVER INTAKE",15.1,35,"T-13",,,"Tualatin River",2,"WASH",18,"NW REGION","WM",1,"S",5,"W",20,45.46638055,-123.31943888,"03/26/2014",2020,"Low","5/20/2017"
"OR03950","Meritt Dairy (Lagoon)",14,14.5,"LG-82",,,,,"LINN",2,"NW REGION","WM",11,"S",2,"W",18,44.618579,-122.984447,"10/17/2013",2019,"Low","5/20/2017"
"OR03951","METOLIUS (LAGOON)",13,80.86,"LG-84",,,,5,"JEFF",11,"SC REGION","WM",11,"S",13,"E",21,44.5981,-121.1727,"08/20/2015",2021,"Low","5/20/2017"
